IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.126.240,2095,2095,false,SIN,Asia Pacific,Singapore,85,0.00
8.222.137.178,2052,2052,false,SIN,Asia Pacific,Singapore,80,0.00
8.219.121.24,8443,8443,true,SIN,Asia Pacific,Singapore,83,0.00
8.219.161.129,80,80,false,SIN,Asia Pacific,Singapore,87,0.00
8.222.160.61,8080,8080,false,SIN,Asia Pacific,Singapore,89,0.00
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.94.113,8880,8880,false,SIN,Asia Pacific,Singapore,88,0.00
47.74.3.2,2082,2082,false,NRT,Asia Pacific,Tokyo,61,0.00
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,93,0.00
8.219.199.220,2052,2052,false,SIN,Asia Pacific,Singapore,84,0.00
8.219.83.201,8880,8880,false,SIN,Asia Pacific,Singapore,85,0.00
8.219.77.91,2087,2087,true,SIN,Asia Pacific,Singapore,87,0.00
8.222.144.219,8443,8443,true,SIN,Asia Pacific,Singapore,85,0.00
8.222.187.107,2086,2086,false,SIN,Asia Pacific,Singapore,76,0.00
47.236.65.177,2095,2095,false,SIN,Asia Pacific,Singapore,87,0.00
47.236.121.7,2052,2052,false,SIN,Asia Pacific,Singapore,87,0.00
8.219.42.72,2095,2095,false,SIN,Asia Pacific,Singapore,87,0.00
8.222.229.22,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.00
47.236.94.109,8080,8080,false,SIN,Asia Pacific,Singapore,88,0.00
8.222.145.164,8080,8080,false,SIN,Asia Pacific,Singapore,89,0.00
8.222.212.172,8880,8880,false,SIN,Asia Pacific,Singapore,83,0.00
8.222.238.141,80,80,false,SIN,Asia Pacific,Singapore,86,0.00
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,92,0.00
8.222.131.102,2095,2095,false,SIN,Asia Pacific,Singapore,92,0.00
47.236.7.13,2082,2082,false,SIN,Asia Pacific,Singapore,91,0.00
47.236.79.77,2096,2096,true,SIN,Asia Pacific,Singapore,88,0.00
8.222.168.24,80,80,false,SIN,Asia Pacific,Singapore,80,0.00
47.74.5.150,2095,2095,false,NRT,Asia Pacific,Tokyo,78,0.00
47.245.37.12,2053,2053,true,NRT,Asia Pacific,Tokyo,57,0.00
8.222.145.110,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.00
47.245.94.144,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.00
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,88,0.00
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,89,0.00
8.222.221.197,8443,8443,true,SIN,Asia Pacific,Singapore,86,0.00
8.219.124.227,2053,2053,true,SIN,Asia Pacific,Singapore,81,0.00
8.222.249.190,2087,2087,true,SIN,Asia Pacific,Singapore,93,0.00
8.222.154.227,2053,2053,true,SIN,Asia Pacific,Singapore,93,0.00
47.236.150.109,8080,8080,false,SIN,Asia Pacific,Singapore,90,0.00
8.210.39.96,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,80,0.00
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,96,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,85,0.00
8.222.169.182,80,80,false,SIN,Asia Pacific,Singapore,88,0.00
47.91.21.127,2087,2087,true,NRT,Asia Pacific,Tokyo,91,0.00
47.74.3.2,2087,2087,true,NRT,Asia Pacific,Tokyo,69,0.00
8.222.137.166,2096,2096,true,SIN,Asia Pacific,Singapore,94,0.00
8.222.129.32,8443,8443,true,SIN,Asia Pacific,Singapore,91,0.00
47.236.65.177,2086,2086,false,SIN,Asia Pacific,Singapore,92,0.00
8.222.238.141,2053,2053,true,SIN,Asia Pacific,Singapore,86,0.00
47.91.3.179,2052,2052,false,NRT,Asia Pacific,Tokyo,59,0.00
8.222.229.22,2053,2053,true,SIN,Asia Pacific,Singapore,88,0.00
8.219.124.227,2083,2083,true,SIN,Asia Pacific,Singapore,81,0.00
8.210.65.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.238.141,8080,8080,false,SIN,Asia Pacific,Singapore,86,0.00
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,80,0.00
8.222.168.24,2096,2096,true,SIN,Asia Pacific,Singapore,97,0.00
8.222.249.98,2053,2053,true,SIN,Asia Pacific,Singapore,92,0.00
8.219.157.97,8443,8443,true,SIN,Asia Pacific,Singapore,87,0.00
8.219.42.72,2086,2086,false,SIN,Asia Pacific,Singapore,93,0.00
8.222.175.78,2086,2086,false,SIN,Asia Pacific,Singapore,88,0.00
47.74.16.255,8443,8443,true,NRT,Asia Pacific,Tokyo,90,0.00
47.236.82.218,2095,2095,false,SIN,Asia Pacific,Singapore,93,0.00
8.219.167.113,2087,2087,true,SIN,Asia Pacific,Singapore,92,0.00
8.222.215.228,8080,8080,false,SIN,Asia Pacific,Singapore,96,0.00
8.222.248.188,2095,2095,false,SIN,Asia Pacific,Singapore,83,0.00
47.236.11.84,2095,2095,false,SIN,Asia Pacific,Singapore,88,0.00
47.236.7.206,8880,8880,false,SIN,Asia Pacific,Singapore,87,0.00
8.222.175.78,8080,8080,false,SIN,Asia Pacific,Singapore,89,0.00
8.217.91.121,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,0.00
8.219.106.156,2096,2096,true,SIN,Asia Pacific,Singapore,88,0.00
8.222.249.98,2087,2087,true,SIN,Asia Pacific,Singapore,88,0.00
47.236.116.182,8443,8443,true,SIN,Asia Pacific,Singapore,94,0.00
8.219.114.201,2053,2053,true,SIN,Asia Pacific,Singapore,95,0.00
47.76.49.246,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.228.157,80,80,false,SIN,Asia Pacific,Singapore,92,0.00
47.245.84.155,2096,2096,true,SIN,Asia Pacific,Singapore,95,0.00
8.219.82.177,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.00
8.222.224.163,80,80,false,SIN,Asia Pacific,Singapore,91,0.00
8.222.180.86,8080,8080,false,SIN,Asia Pacific,Singapore,90,0.00
8.222.224.162,8880,8880,false,SIN,Asia Pacific,Singapore,89,0.00
8.219.242.208,8443,8443,true,SIN,Asia Pacific,Singapore,83,0.00
8.222.150.197,80,80,false,SIN,Asia Pacific,Singapore,88,0.00
47.236.79.77,2082,2082,false,SIN,Asia Pacific,Singapore,90,0.00
8.222.160.61,2086,2086,false,SIN,Asia Pacific,Singapore,96,0.00
8.219.42.72,2082,2082,false,SIN,Asia Pacific,Singapore,92,0.00
47.76.49.246,2087,2087,true,HKG,Asia Pacific,Hong Kong,55,0.00
47.236.83.239,2095,2095,false,SIN,Asia Pacific,Singapore,78,0.00
8.222.137.166,2095,2095,false,SIN,Asia Pacific,Singapore,90,0.00
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,87,0.00
8.209.214.222,2096,2096,true,NRT,Asia Pacific,Tokyo,88,0.00
47.245.32.215,8443,8443,true,NRT,Asia Pacific,Tokyo,62,0.00
8.219.193.202,2082,2082,false,SIN,Asia Pacific,Singapore,81,0.00
8.217.167.88,80,80,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.222.160.61,8880,8880,false,SIN,Asia Pacific,Singapore,85,0.00
8.219.42.72,8880,8880,false,SIN,Asia Pacific,Singapore,90,0.00
